;ticker;Tax Effect Of Unusual Items;Tax Rate For Calcs;Normalized EBITDA;Net Income From Continuing Operation Net Minority Interest;Net Interest Income;EBIT;Interest Expense;Normalized Income;Diluted NI Availto Com Stockholders;Net Income Common Stockholders;Net Income Including Noncontrolling Interests;Net Income Continuous Operations;Tax Provision;Pretax Income;Selling General And Administration;Total Revenue;Operating Revenue;cluster
49;IGTI11.SA;0.05336287566137371;-1.5571593163962087;-0.49850499237944124;-0.5045943966029691;-0.17465368529295414;-0.5002025232940208;-0.27472666646542704;-0.4732564061440785;-0.5076442224499611;-0.5076469054072549;-0.5228086653697221;-0.5139479464057304;-0.4445037835651403;-0.5098245559923456;-0.4814723872445078;-0.644316569401826;-0.6517866490488305;3
50;IRBR3.SA;0.08647200283702734;1.3778919274817365;-0.5551439255520331;-0.584304361006432;-0.10975568123527339;-0.5654579418759155;-0.25926505956626295;-0.5785530050785725;-0.589251012233424;-0.5892537615629474;-0.6023465166490025;-0.5922709919849508;-0.591784421302412;-0.6076956942249354;-0.472179349300406;-0.5631553725874842;-0.5711372323245362;3
51;ITSA4.SA;0.3594896507426059;-1.565070505732807;0.5827259237848291;1.2030955846362779;-0.2724265530358218;1.1804833842334306;-0.23945133122520001;0.778782362521991;1.240682957937823;1.2406816969256074;1.2259871158108857;1.2081379469786953;-0.2468663028723436;0.8593511337073533;-0.2938361897639482;-0.5005256995325466;-0.5089024846893041;0
52;ITUB4.SA;-0.5870246130459142;-0.3541284875477249;-0.5551439255520331;3.2058754630495057;3.3369790465296973;-0.5320039780502044;4.5713145683045315;3.3039415963837384;3.2911221689371093;3.291122575582971;3.276755332472171;3.2275841593485364;2.06871552997646;3.0013633918461275;5.420025734408533;2.004167652891095;1.9799969632607868;1
53;JBSS3.SA;-0.5422984653249888;-0.8854993417190186;2.5781930355971285;1.4259949387159596;-0.602824574872093;2.168554318960941;-0.04652274542311211;1.6140477313951498;1.4688865566645588;1.4688854812543217;1.4791646732270758;1.4574486468556178;0.36176522420054164;1.2068782427587632;2.5501050443708793;6.552008869204861;6.499160748997338;0
54;KLBN11.SA;0.3737284449578461;0.5037055057876312;0.07846239957892105;0.051915754036610494;-0.23414868950765322;0.2987180826910975;-0.24913526028844707;0.02230310601835701;0.06210897234176116;0.06210675277470698;0.055467779985986725;0.05549630760045532;0.2993459164829698;0.11758059498939731;-0.23368198431218296;-0.2782518456218474;-0.28803022830839303;3
55;RENT3.SA;0.09822344209716713;0.10286927567020857;0.07370615118986946;-0.27508466935584186;-0.2895241024249298;0.043689739267182164;-0.18599740584992386;-0.27458759779541403;-0.272672946212601;-0.27267543806364564;-0.2966978352069976;-0.29129057545656295;-0.18323017392262103;-0.2721178756476393;-0.24103842811220205;-0.3215475975350154;-0.33105296916846527;3
56;LWSA3.SA;0.06765010237039973;1.3778919274817365;-0.5401919656702339;-0.5017562920747436;-0.15892975939201917;-0.5245342172078911;-0.28950846605043035;-0.49553840747749883;-0.5047385807105409;-0.5047412613046255;-0.5206494412810225;-0.5118217008007145;-0.3805601899647939;-0.49173654570336556;-0.43292501786943693;-0.6419662994786501;-0.6494511992786358;3
57;LREN3.SA;-0.13359625353271296;-1.2573252405391357;-0.2154577431972318;-0.3441350915152446;-0.17933994761424332;-0.32556972610507734;-0.2706804249755299;-0.22051218276847523;-0.3433665329905289;-0.34336908233790425;-0.3646531682203261;-0.3582080060804467;-0.3589221388339082;-0.3685713535934417;-0.23185608516201678;-0.4084118544863839;-0.41736948410777136;3
58;MDIA3.SA;0.06675047367628072;1.3778919274817365;-0.4890331945005191;-0.44533183011214555;-0.15331697614516812;-0.48307947044078603;-0.28605264726733415;-0.43954149108438517;-0.4469714089336245;-0.4469740425446578;-0.46480666287065425;-0.4568318260636163;-0.43958326270763065;-0.4648340948425408;-0.3274581462426525;-0.46889401777524686;-0.4774702635803625;3
59;MGLU3.SA;0.04803223903268403;1.3778919274817365;-0.4608637785529574;-0.5678895131459608;-0.2941033859821791;-0.5399032263102898;-0.24778108524164913;-0.5598809656091727;-0.5724455469606431;-0.5724482826219877;-0.5861008905530051;-0.576273490258232;-0.671458326521717;-0.6159588069256642;0.4361719511894006;0.05412433484322463;0.04225007976636444;3
60;MRFG3.SA;0.07156080617715281;-1.7865838071575575;0.5771689521684663;0.017051414894143132;-0.3831889586988299;0.213351407027579;-0.14301530660104195;0.1171042128525005;0.024315928728643972;0.02431367842384634;-0.18270564335175793;-0.177041285838503;-0.392864570376566;-0.23862111834595173;0.44183273861443656;1.850777890419744;1.827574434264683;3
61;CASH3.SA;0.11245612735441468;-0.27554664386729466;-0.5661256610872101;-0.5126116389151023;-0.14780066902724676;-0.539614259464118;-0.2897118713053411;-0.5137482214906487;-0.5158522477941666;-0.5158549374271909;-0.5315851816555712;-0.5225904162993368;-0.3974265635496027;-0.5043219980632581;-0.47538848127496364;-0.6567950681845472;-0.6641864618648418;3
62;BEEF3.SA;-0.900572002881926;1.3778919274817365;-0.31385213256821526;-0.424002749218343;-0.22983486678527462;-0.35962240181740823;-0.2468783603672411;-0.35805302008874096;-0.4251347686365;-0.42513738448741173;-0.4433844639723155;-0.4357368148993055;-0.4891278050608597;-0.4614390562205754;-0.10383687009806522;-0.0675593446549151;-0.0786662960584038;3
63;MOVI3.SA;-0.36340794324035386;-0.02792641763176999;-0.19887519339020684;-0.4360143053309103;-0.26130426245403743;-0.2747633995604333;-0.23055947541994734;-0.36732055939210734;-0.4374321588308928;-0.4374347846834871;-0.45558519307557604;-0.4477511985705341;-0.334867466250004;-0.4309267781995622;-0.37674810400607056;-0.479080651108033;-0.487592662816943;3
